OBJECTID,FID_PowerDemandVT,PowerNodes,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
368,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,3526.220083249139861,309427.380479550804012
369,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,7,1400000US47157020633,47,157,020633,206.33,Tract,1.771000000000000,49608564.0000000,128,1400000US47157020633,47157020633.000000000000000,"Census Tract 206.33, Shelby County, Tennessee",3208,222,76771,103089,30598.514636055777373,42989145.720166496932507
370,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,8,1400000US47157020652,47,157,020652,206.52,Tract,1.248000000000000,34937596.0000000,135,1400000US47157020652,47157020652.000000000000000,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,16424.806199475377070,2538264.013139419723302
371,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,10,1400000US47157021112,47,157,021112,211.12,Tract,2.086000000000000,58110844.0000000,145,1400000US47157021112,47157021112.000000000000000,"Census Tract 211.12, Shelby County, Tennessee",6377,760,51702,52141,31354.905862705079926,53916987.333802215754986
372,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,143,1400000US47157020622,47,157,020622,206.22,Tract,1.953000000000000,54661312.0000000,126,1400000US47157020622,47157020622.000000000000000,"Census Tract 206.22, Shelby County, Tennessee",3919,331,53000,70293,15876.270149180578301,10103977.460097014904022
373,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,144,1400000US47157020632,47,157,020632,206.32,Tract,3.284000000000000,91493248.0000000,127,1400000US47157020632,47157020632.000000000000000,"Census Tract 206.32, Shelby County, Tennessee",5295,297,72130,80441,21595.692739152200375,20555255.551987398415804
374,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,145,1400000US47157020634,47,157,020634,206.34,Tract,0.855000000000000,23882320.0000000,129,1400000US47157020634,47157020634.000000000000000,"Census Tract 206.34, Shelby County, Tennessee",3062,158,59803,69895,23129.981175276840077,23882319.097134593874216
375,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,146,1400000US47157020635,47,157,020635,206.35,Tract,0.709000000000000,19559912.0000000,130,1400000US47157020635,47157020635.000000000000000,"Census Tract 206.35, Shelby County, Tennessee",2697,236,57331,76378,18184.849120613209379,19559910.483878895640373
376,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,36552.589842913737812,47726666.486661434173584
377,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,148,1400000US47157020643,47,157,020643,206.43,Tract,2.904000000000000,81423192.0000000,132,1400000US47157020643,47157020643.000000000000000,"Census Tract 206.43, Shelby County, Tennessee",8424,446,91786,101567,14865.265893302701443,9818662.311370473355055
378,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,158,1400000US47157021111,47,157,021111,211.11,Tract,2.630000000000000,73489008.0000000,144,1400000US47157021111,47157021111.000000000000000,"Census Tract 211.11, Shelby County, Tennessee",4131,330,42194,52367,26105.544633487370447,34028044.895675040781498
379,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,160,1400000US47157021121,47,157,021121,211.21,Tract,2.789000000000000,77981440.0000000,147,1400000US47157021121,47157021121.000000000000000,"Census Tract 211.21, Shelby County, Tennessee",5212,545,40107,66090,27140.347541423587245,31626527.591342825442553
380,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,161,1400000US47157021122,47,157,021122,211.22,Tract,1.133000000000000,31538362.0000000,148,1400000US47157021122,47157021122.000000000000000,"Census Tract 211.22, Shelby County, Tennessee",5733,449,44432,51701,20402.408974448549998,19601852.320345845073462
381,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,162,1400000US47157021124,47,157,021124,211.24,Tract,1.604000000000000,44293204.0000000,149,1400000US47157021124,47157021124.000000000000000,"Census Tract 211.24, Shelby County, Tennessee",8875,747,58361,64159,26263.005571134071943,38411510.868561901152134
382,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,163,1400000US47157021125,47,157,021125,211.25,Tract,1.788000000000000,49588052.0000000,150,1400000US47157021125,47157021125.000000000000000,"Census Tract 211.25, Shelby County, Tennessee",4335,313,69000,73380,3649.600063745735497,538942.648544469149783
383,33,0,34944.5,2,-1.000000000000000,2,31740,12980,20428,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,20001.123934583007212,8599934.752400074154139
384,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,12,1400000US47157021140,47,157,021140,211.40,Tract,1.698000000000000,49228664.0000000,157,1400000US47157021140,47157021140.000000000000000,"Census Tract 211.40, Shelby County, Tennessee",5064,535,73472,80454,8431.933156860803138,1798831.243240645155311
385,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,13,1400000US47157021312,47,157,021312,213.12,Tract,0.532000000000000,14602244.0000000,162,1400000US47157021312,47157021312.000000000000000,"Census Tract 213.12, Shelby County, Tennessee",2155,203,59130,88939,19536.357941234407917,14602244.071365863084793
386,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,14,1400000US47157021351,47,157,021351,213.51,Tract,1.675000000000000,46727080.0000000,169,1400000US47157021351,47157021351.000000000000000,"Census Tract 213.51, Shelby County, Tennessee",4527,389,81897,92914,30862.614081019437435,46407565.949654452502728
387,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,15,1400000US47157021420,47,157,021420,214.20,Tract,1.652000000000000,46188892.0000000,173,1400000US47157021420,47157021420.000000000000000,"Census Tract 214.20, Shelby County, Tennessee",3173,205,101200,127014,27760.534118999574275,46188890.405877672135830
388,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,23743606.0000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,5651.095071315925452,365083.209703032393008
389,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,168,1400000US47157021139,47,157,021139,211.39,Tract,3.359000000000000,93415504.0000000,156,1400000US47157021139,47157021139.000000000000000,"Census Tract 211.39, Shelby County, Tennessee",4254,393,102697,126332,2707.443409226697440,220910.228957293234998
390,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,172,1400000US47157021311,47,157,021311,213.11,Tract,3.074000000000000,86325048.0000000,161,1400000US47157021311,47157021311.000000000000000,"Census Tract 213.11, Shelby County, Tennessee",4506,415,112432,234813,23436.769906614248612,17976011.539764970541000
391,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,173,1400000US47157021320,47,157,021320,213.20,Tract,2.272000000000000,63980976.0000000,163,1400000US47157021320,47157021320.000000000000000,"Census Tract 213.20, Shelby County, Tennessee",6083,602,66830,109459,23974.675916025393235,31694638.735730536282063
392,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,174,1400000US47157021331,47,157,021331,213.31,Tract,1.903000000000000,52952920.0000000,164,1400000US47157021331,47157021331.000000000000000,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,16215.586856121126402,15275204.648471234366298
393,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,175,1400000US47157021333,47,157,021333,213.33,Tract,1.542000000000000,43033024.0000000,165,1400000US47157021333,47157021333.000000000000000,"Census Tract 213.33, Shelby County, Tennessee",4276,443,55795,81717,31048.389911707410647,42617017.819839663803577
394,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,176,1400000US47157021334,47,157,021334,213.34,Tract,1.222000000000000,35212580.0000000,166,1400000US47157021334,47157021334.000000000000000,"Census Tract 213.34, Shelby County, Tennessee",3988,505,39614,55185,19491.589086717471218,7305276.764872011728585
395,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,177,1400000US47157021341,47,157,021341,213.41,Tract,2.452000000000000,68555480.0000000,167,1400000US47157021341,47157021341.000000000000000,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,21090.261284418869764,20789875.954085323959589
396,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,169660528.0000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986,18094.303391748882859,14491033.322953537106514
397,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,179,1400000US47157021352,47,157,021352,213.52,Tract,2.486000000000000,69456432.0000000,170,1400000US47157021352,47157021352.000000000000000,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,22337.720107432814984,19112894.504504688084126
398,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,181,1400000US47157021410,47,157,021410,214.10,Tract,0.991000000000000,27853756.0000000,172,1400000US47157021410,47157021410.000000000000000,"Census Tract 214.10, Shelby County, Tennessee",2757,204,108393,130515,28378.559641424770234,27853755.270048718899488
399,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,182,1400000US47157021430,47,157,021430,214.30,Tract,1.558000000000000,43058260.0000000,174,1400000US47157021430,47157021430.000000000000000,"Census Tract 214.30, Shelby County, Tennessee",4179,312,96284,119954,34804.328476943854184,43058262.654984049499035
400,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,191,1400000US47157021725,47,157,021725,217.25,Tract,0.401000000000000,11359518.0000000,186,1400000US47157021725,47157021725.000000000000000,"Census Tract 217.25, Shelby County, Tennessee",4448,482,29924,37001,1947.681361361128438,62185.698921050687204
401,34,0,32966,2,-1.000000000000000,2,28693,15038,25446,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,32168.532595105778455,51853611.197022482752800
402,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,23743606.0000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,16284.555595172349058,12613721.474802123382688
403,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,20,1400000US47157021747,47,157,021747,217.47,Tract,0.721000000000000,20144062.0000000,194,1400000US47157021747,47157021747.000000000000000,"Census Tract 217.47, Shelby County, Tennessee",3757,453,50423,58658,9205.731874607758073,5174952.056377704255283
404,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,21,1400000US47157021754,47,157,021754,217.54,Tract,1.004000000000000,27940574.0000000,198,1400000US47157021754,47157021754.000000000000000,"Census Tract 217.54, Shelby County, Tennessee",4423,381,49353,58147,14860.467666521133651,11205146.965335002169013
405,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,175,1400000US47157021333,47,157,021333,213.33,Tract,1.542000000000000,43033024.0000000,165,1400000US47157021333,47157021333.000000000000000,"Census Tract 213.33, Shelby County, Tennessee",4276,443,55795,81717,3540.194736560770252,416005.622323329211213
406,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,176,1400000US47157021334,47,157,021334,213.34,Tract,1.222000000000000,35212580.0000000,166,1400000US47157021334,47157021334.000000000000000,"Census Tract 213.34, Shelby County, Tennessee",3988,505,39614,55185,22465.137931476547237,27907301.832763623446226
407,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,177,1400000US47157021341,47,157,021341,213.41,Tract,2.452000000000000,68555480.0000000,167,1400000US47157021341,47157021341.000000000000000,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,22059.781179213510768,29413009.816699095070362
408,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,169660528.0000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986,47223.728277654714475,102317179.871641412377357
409,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,179,1400000US47157021352,47,157,021352,213.52,Tract,2.486000000000000,69456432.0000000,170,1400000US47157021352,47157021352.000000000000000,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,6907.250895549337656,713991.507577777840197
410,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,210199632.0000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503,56315.704587281972636,169497000.337007939815521
411,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,195,1400000US47157021744,47,157,021744,217.44,Tract,1.372000000000000,38435164.0000000,191,1400000US47157021744,47157021744.000000000000000,"Census Tract 217.44, Shelby County, Tennessee",6439,679,67965,67452,27580.648414918094204,38435163.762366950511932
412,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,196,1400000US47157021745,47,157,021745,217.45,Tract,2.167000000000000,59974168.0000000,192,1400000US47157021745,47157021745.000000000000000,"Census Tract 217.45, Shelby County, Tennessee",7774,701,71984,74462,36343.043647668273479,59974169.018864527344704
413,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,197,1400000US47157021746,47,157,021746,217.46,Tract,1.049000000000000,29352432.0000000,193,1400000US47157021746,47157021746.000000000000000,"Census Tract 217.46, Shelby County, Tennessee",4730,483,39901,51044,19703.292163120262558,14602032.865093879401684
414,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,198,1400000US47157021751,47,157,021751,217.51,Tract,2.009000000000000,56122072.0000000,195,1400000US47157021751,47157021751.000000000000000,"Census Tract 217.51, Shelby County, Tennessee",7081,686,77308,81869,31718.046033217753575,56122070.574287824332714
415,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,199,1400000US47157021752,47,157,021752,217.52,Tract,1.574000000000000,44849616.0000000,196,1400000US47157021752,47157021752.000000000000000,"Census Tract 217.52, Shelby County, Tennessee",4943,486,67820,69891,29653.061359068145975,44849618.533057712018490
416,35,0,32712.8333333,4,4.000000000000000,2,27742,17906,29323,200,1400000US47157021753,47,157,021753,217.53,Tract,0.785000000000000,22288594.0000000,197,1400000US47157021753,47157021753.000000000000000,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681,13132.323801873106277,9891490.822215469554067
417,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,7,1400000US47157020633,47,157,020633,206.33,Tract,1.771000000000000,49608564.0000000,128,1400000US47157020633,47157020633.000000000000000,"Census Tract 206.33, Shelby County, Tennessee",3208,222,76771,103089,13030.170995035005035,6619418.501690560020506
418,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,9,1400000US47157020831,47,157,020831,208.31,Tract,1.441000000000000,40218740.0000000,139,1400000US47157020831,47157020831.000000000000000,"Census Tract 208.31, Shelby County, Tennessee",3697,352,74640,79385,13070.040145749449948,6888455.079934840090573
419,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,10,1400000US47157021112,47,157,021112,211.12,Tract,2.086000000000000,58110844.0000000,145,1400000US47157021112,47157021112.000000000000000,"Census Tract 211.12, Shelby County, Tennessee",6377,760,51702,52141,16150.842384018164012,4193856.325512546580285
420,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,11,1400000US47157021135,47,157,021135,211.35,Tract,1.653000000000000,45582512.0000000,152,1400000US47157021135,47157021135.000000000000000,"Census Tract 211.35, Shelby County, Tennessee",7593,1051,52561,62310,26134.684026577790064,30465580.483189463615417
421,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,144,1400000US47157020632,47,157,020632,206.32,Tract,3.284000000000000,91493248.0000000,127,1400000US47157020632,47157020632.000000000000000,"Census Tract 206.32, Shelby County, Tennessee",5295,297,72130,80441,34626.371891799193691,70937992.102361872792244
422,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,48342.973041512996133,120864075.873810157179832
423,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,13952.791368935082573,6700288.705317452549934
424,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,154,1400000US47157020832,47,157,020832,208.32,Tract,9.651999999999999,268794944.0000000,140,1400000US47157020832,47157020832.000000000000000,"Census Tract 208.32, Shelby County, Tennessee",10010,548,114050,129695,55036.725457264692523,154579391.989431738853455
425,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,24471.965177506743203,24162666.917520768940449
426,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,159,1400000US47157021113,47,157,021113,211.13,Tract,1.645000000000000,45551904.0000000,146,1400000US47157021113,47157021113.000000000000000,"Census Tract 211.13, Shelby County, Tennessee",3800,406,61809,64466,33612.201498147922393,45551901.977000713348389
427,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,160,1400000US47157021121,47,157,021121,211.21,Tract,2.789000000000000,77981440.0000000,147,1400000US47157021121,47157021121.000000000000000,"Census Tract 211.21, Shelby County, Tennessee",5212,545,40107,66090,28235.358600567822577,46333947.683464214205742
428,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,162,1400000US47157021124,47,157,021124,211.24,Tract,1.604000000000000,44293204.0000000,149,1400000US47157021124,47157021124.000000000000000,"Census Tract 211.24, Shelby County, Tennessee",8875,747,58361,64159,15131.899324331498065,5713301.091508943587542
429,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,163,1400000US47157021125,47,157,021125,211.25,Tract,1.788000000000000,49588052.0000000,150,1400000US47157021125,47157021125.000000000000000,"Census Tract 211.25, Shelby County, Tennessee",4335,313,69000,73380,18247.021048239275842,14027269.410844115540385
430,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,164,1400000US47157021126,47,157,021126,211.26,Tract,0.921000000000000,26675748.0000000,151,1400000US47157021126,47157021126.000000000000000,"Census Tract 211.26, Shelby County, Tennessee",4238,363,73381,78841,21362.682916524059692,26633912.686300437897444
431,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,165,1400000US47157021136,47,157,021136,211.36,Tract,1.638000000000000,45841600.0000000,153,1400000US47157021136,47157021136.000000000000000,"Census Tract 211.36, Shelby County, Tennessee",5301,361,94868,120338,20862.456727924061852,17024468.921408943831921
432,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,169,1400000US47157021141,47,157,021141,211.41,Tract,1.514000000000000,42587376.0000000,158,1400000US47157021141,47157021141.000000000000000,"Census Tract 211.41, Shelby County, Tennessee",7450,515,73962,74735,33334.295405939315970,42535887.774733789265156
433,36,0,38098.1666667,4,4.000000000000000,2,40208,12773,19248,170,1400000US47157021142,47,157,021142,211.42,Tract,1.648000000000000,46202116.0000000,159,1400000US47157021142,47157021142.000000000000000,"Census Tract 211.42, Shelby County, Tennessee",3479,426,61250,71190,31043.658015201421222,46202116.459522046148777
434,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,11,1400000US47157021135,47,157,021135,211.35,Tract,1.653000000000000,45582512.0000000,152,1400000US47157021135,47157021135.000000000000000,"Census Tract 211.35, Shelby County, Tennessee",7593,1051,52561,62310,17463.331256702967949,15116930.286343723535538
435,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,12,1400000US47157021140,47,157,021140,211.40,Tract,1.698000000000000,49228664.0000000,157,1400000US47157021140,47157021140.000000000000000,"Census Tract 211.40, Shelby County, Tennessee",5064,535,73472,80454,28371.191332434776996,47429831.861445978283882
436,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,14,1400000US47157021351,47,157,021351,213.51,Tract,1.675000000000000,46727080.0000000,169,1400000US47157021351,47157021351.000000000000000,"Census Tract 213.51, Shelby County, Tennessee",4527,389,81897,92914,3665.117867640485656,319515.890659948403481
437,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,30838.157067520623968,39484101.401228770613670
438,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,157,1400000US47157021020,47,157,021020,210.20,Tract,25.300999999999998,708404032.0000000,143,1400000US47157021020,47157021020.000000000000000,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,37485.599767243424139,79112052.566339477896690
439,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,162,1400000US47157021124,47,157,021124,211.24,Tract,1.604000000000000,44293204.0000000,149,1400000US47157021124,47157021124.000000000000000,"Census Tract 211.24, Shelby County, Tennessee",8875,747,58361,64159,1876.226576579136236,168393.096637987793656
440,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,163,1400000US47157021125,47,157,021125,211.25,Tract,1.788000000000000,49588052.0000000,150,1400000US47157021125,47157021125.000000000000000,"Census Tract 211.25, Shelby County, Tennessee",4335,313,69000,73380,25147.807459856630885,35021841.494245991110802
441,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,164,1400000US47157021126,47,157,021126,211.26,Tract,0.921000000000000,26675748.0000000,151,1400000US47157021126,47157021126.000000000000000,"Census Tract 211.26, Shelby County, Tennessee",4238,363,73381,78841,1059.830334219638644,41835.078817005880410
442,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,165,1400000US47157021136,47,157,021136,211.36,Tract,1.638000000000000,45841600.0000000,153,1400000US47157021136,47157021136.000000000000000,"Census Tract 211.36, Shelby County, Tennessee",5301,361,94868,120338,25175.108854318463273,28817129.494358859956264
443,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,166,1400000US47157021137,47,157,021137,211.37,Tract,2.352000000000000,65458408.0000000,154,1400000US47157021137,47157021137.000000000000000,"Census Tract 211.37, Shelby County, Tennessee",7546,931,62325,78565,33656.590848035790259,65458408.715089902281761
444,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,167,1400000US47157021138,47,157,021138,211.38,Tract,3.636000000000000,101862992.0000000,155,1400000US47157021138,47157021138.000000000000000,"Census Tract 211.38, Shelby County, Tennessee",3449,374,79034,99086,44237.646349632981583,101598500.129247590899467
445,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,168,1400000US47157021139,47,157,021139,211.39,Tract,3.359000000000000,93415504.0000000,156,1400000US47157021139,47157021139.000000000000000,"Census Tract 211.39, Shelby County, Tennessee",4254,393,102697,126332,37532.728866461358848,35846631.093886874616146
446,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,179,1400000US47157021352,47,157,021352,213.52,Tract,2.486000000000000,69456432.0000000,170,1400000US47157021352,47157021352.000000000000000,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,4529.219175716213613,972477.882700481568463
447,37,0,32849.1428571,2,2.000000000000000,2,31513,10959,18478,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,27633.389229226911993,32992456.658417578786612
448,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,108381392.0000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747,36943.477325270592701,83350511.592276439070702
449,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,17,1400000US47157021620,47,157,021620,216.20,Tract,4.678000000000000,130314536.0000000,182,1400000US47157021620,47157021620.000000000000000,"Census Tract 216.20, Shelby County, Tennessee",3452,590,46058,75326,20071.890173751369730,13243456.818575488403440
450,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,177,1400000US47157021341,47,157,021341,213.41,Tract,2.452000000000000,68555480.0000000,167,1400000US47157021341,47157021341.000000000000000,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,27778.551050678361207,18352596.397194784134626
451,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,169660528.0000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986,31169.316179764566186,52852305.741016186773777
452,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,179,1400000US47157021352,47,157,021352,213.52,Tract,2.486000000000000,69456432.0000000,170,1400000US47157021352,47157021352.000000000000000,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,3771.552717037413458,515645.063328026561067
453,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,180,1400000US47157021353,47,157,021353,213.53,Tract,6.241000000000000,175793024.0000000,171,1400000US47157021353,47157021353.000000000000000,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580,34138.189718744353740,46333864.840471759438515
454,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,210199632.0000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503,42825.084454957199341,40702633.853306405246258
455,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,522085088.0000000,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133,92724.111573851187131,451636284.972566068172455
456,38,0,26259.8333333,2,2.000000000000000,2,23498,14501,12407,185,1400000US47157021540,47,157,021540,215.40,Tract,7.130000000000000,200259536.0000000,178,1400000US47157021540,47157021540.000000000000000,"Census Tract 215.40, Shelby County, Tennessee",12294,488,139356,153557,18437.967587515042396,8189929.491480651311576
457,39,0,33653,2,2.000000000000000,2,30390,11102,16950,157,1400000US47157021020,47,157,021020,210.20,Tract,25.300999999999998,708404032.0000000,143,1400000US47157021020,47157021020.000000000000000,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,76112.510338853360736,285606526.148991644382477
458,39,0,33653,2,2.000000000000000,2,30390,11102,16950,167,1400000US47157021138,47,157,021138,211.38,Tract,3.636000000000000,101862992.0000000,155,1400000US47157021138,47157021138.000000000000000,"Census Tract 211.38, Shelby County, Tennessee",3449,374,79034,99086,2858.933238716955657,264487.813191244029440
